,Unnamed: 0,Category,Sub Category,Order Date,Sales,Discount,Profit
638,909,Beverages,Soft Drinks,09-04-2022,2722,0.26,1221.6799999999998
639,611,"Eggs, Meat & Fish",Eggs,09-04-2022,50,0.34,130.88768
640,552,Food Grains,Rice,09-04-2022,671,0.13,33.55
641,1076,Bakery,Cakes,09-04-2022,2176,0.3,977.68
642,551,"Eggs, Meat & Fish",Mutton,09-04-2022,1091,0.27,234.5984
643,1870,Bakery,Biscuits,09-05-2022,1254,0.35,192.11904
644,1058,Food Grains,Dals & Pulses,09-05-2022,1764,0.33,546.84
645,825,"Eggs, Meat & Fish",Eggs,09-05-2022,50,0.21,103.79263999999998
646,815,Food Grains,Atta & Flour,09-05-2022,1887,0.14,566.1
647,1728,"Eggs, Meat & Fish",Fish,09-05-2022,194,0.31,78.51007999999999
648,966,Bakery,Breads & Buns,09-07-2022,1760,0.27,420.9408
649,91,Snacks,Noodles,09-07-2022,2502,0.13,946.68
650,1408,Oil & Masala,Masalas,09-07-2022,1469,0.27,73.45
651,967,Fruits & Veggies,Organic Fruits,09-07-2022,1549,0.34,77.45
652,1088,Bakery,Cakes,09-07-2022,2933,0.13,1139.88
653,354,Snacks,Cookies,09-07-2022,1477,0.13,378.864
654,363,Snacks,Cookies,09-07-2022,2010,0.19,292.3776
655,923,"Eggs, Meat & Fish",Chicken,09-07-2022,137,0.1,75.29983999999999
656,1743,Bakery,Breads & Buns,09-07-2022,2017,0.13,778.136
657,963,Beverages,Soft Drinks,09-07-2022,2328,0.1,874.8
658,433,Bakery,Cakes,09-07-2022,1211,0.19,52.790400000000005
659,999,Fruits & Veggies,Organic Vegetables,09-07-2022,1294,0.24,439.96
660,1450,Oil & Masala,Edible Oil & Ghee,09-07-2022,637,0.18,31.85
661,389,Fruits & Veggies,Fresh Fruits,09-07-2022,2335,0.18,677.15
662,756,Snacks,Cookies,09-07-2022,1404,0.25,69.46560000000001
663,747,Bakery,Cakes,09-07-2022,2409,0.12,987.42
664,1823,Fruits & Veggies,Organic Fruits,09-07-2022,1749,0.32,542.19
665,745,Fruits & Veggies,Organic Vegetables,09-07-2022,797,0.14,191.28
666,1804,Fruits & Veggies,Fresh Vegetables,09-07-2022,1196,0.15,203.32
667,215,Bakery,Breads & Buns,09-07-2022,1754,0.24,139.58784000000003
668,400,Oil & Masala,Spices,09-07-2022,246,0.2,12.3
669,209,"Eggs, Meat & Fish",Eggs,09-07-2022,502,0.34,121.99936
670,206,Fruits & Veggies,Organic Vegetables,09-07-2022,566,0.31,249.04
671,1590,Fruits & Veggies,Organic Fruits,09-08-2022,1603,0.11,625.17
672,1917,Snacks,Noodles,09-08-2022,2804,0.27,1247.72
673,1526,Food Grains,Organic Staples,09-08-2022,1884,0.1,697.08
674,1288,Fruits & Veggies,Fresh Vegetables,09-08-2022,2174,0.13,152.18
675,1725,"Eggs, Meat & Fish",Fish,09-08-2022,308,0.34,162.14015999999998
676,1218,"Eggs, Meat & Fish",Mutton,09-08-2022,679,0.2,105.82528
677,1224,Beverages,Soft Drinks,09-08-2022,1094,0.19,109.9296
678,1549,Beverages,Health Drinks,09-08-2022,2714,0.11,627.592
679,232,"Eggs, Meat & Fish",Eggs,09-08-2022,11,0.35,37.20192
680,1215,Snacks,Noodles,09-08-2022,2411,0.22,406.82304
681,1098,Bakery,Breads & Buns,09-08-2022,2668,0.26,636.0255999999999
682,1556,Food Grains,Organic Staples,09-08-2022,833,0.13,99.96
683,1095,Food Grains,Atta & Flour,09-08-2022,2416,0.27,1087.2
684,1040,Beverages,Soft Drinks,09-08-2022,1928,0.28,154.0224
685,914,"Eggs, Meat & Fish",Fish,09-09-2022,1085,0.14,198.8864
686,821,Snacks,Cookies,09-09-2022,1893,0.34,290.45952
687,264,"Eggs, Meat & Fish",Eggs,09-09-2022,1268,0.27,267.6992
688,754,Snacks,Noodles,09-09-2022,2944,0.25,1073.52
689,809,Bakery,Breads & Buns,09-09-2022,2409,0.23,742.7
690,1178,Fruits & Veggies,Organic Fruits,09-09-2022,561,0.14,235.62
691,818,Food Grains,Rice,09-09-2022,2217,0.13,288.21
692,304,Fruits & Veggies,Organic Fruits,09-09-2022,811,0.23,194.64
693,1176,Snacks,Cookies,09-09-2022,3088,0.15,1245.44
694,412,Beverages,Soft Drinks,09-09-2022,2750,0.21,664.0
695,1494,"Eggs, Meat & Fish",Eggs,09-09-2022,353,0.29,95.41632
696,417,Oil & Masala,Spices,09-09-2022,270,0.13,13.5
697,418,"Eggs, Meat & Fish",Chicken,09-09-2022,568,0.26,153.88672000000005
698,1476,Bakery,Cakes,09-09-2022,2778,0.26,1236.54
699,1447,"Eggs, Meat & Fish",Mutton,09-09-2022,549,0.15,44.7744
700,1617,Snacks,Cookies,09-09-2022,2119,0.13,892.41
701,1446,"Eggs, Meat & Fish",Mutton,09-09-2022,913,0.16,524.07
702,1435,Beverages,Soft Drinks,09-09-2022,1064,0.19,334.656
703,1434,Food Grains,Rice,09-09-2022,2045,0.28,858.9
704,620,Food Grains,Atta & Flour,09-09-2022,1374,0.18,82.44
705,1519,Snacks,Cookies,09-09-2022,1437,0.29,477.29088
706,1604,Snacks,Cookies,09-09-2022,1609,0.18,122.04864
707,1593,Fruits & Veggies,Fresh Vegetables,09-09-2022,1565,0.35,187.8
708,1592,"Eggs, Meat & Fish",Fish,09-09-2022,910,0.29,380.16
709,1409,"Eggs, Meat & Fish",Eggs,09-09-2022,50,0.34,91.904
710,1362,Beverages,Soft Drinks,09-09-2022,1625,0.17,546.84
711,602,Oil & Masala,Spices,09-09-2022,943,0.12,47.15
712,584,"Eggs, Meat & Fish",Eggs,09-09-2022,918,0.24,589.56
713,328,Food Grains,Rice,09-09-2022,2069,0.23,806.91
714,497,Bakery,Cakes,09-10-2022,1464,0.11,462.82752
715,1234,Snacks,Cookies,09-10-2022,2558,0.21,1024.46
716,1123,"Eggs, Meat & Fish",Eggs,09-10-2022,459,0.16,370.88
717,1,Beverages,Soft Drinks,09-10-2022,2268,0.18,816.44
718,471,Bakery,Breads & Buns,09-10-2022,1332,0.15,518.60736
719,504,Food Grains,Dals & Pulses,09-10-2022,2174,0.2,673.94
720,1268,Snacks,Cookies,09-10-2022,2179,0.32,245.56608000000003
721,775,Beverages,Soft Drinks,09-10-2022,2875,0.14,285.12
722,1229,Oil & Masala,Masalas,09-10-2022,50,0.1,2.5
723,494,Fruits & Veggies,Fresh Vegetables,09-10-2022,2266,0.34,181.28
724,495,Beverages,Health Drinks,09-10-2022,2399,0.25,518.1408
725,496,"Eggs, Meat & Fish",Chicken,09-10-2022,934,0.2,277.44
726,499,Fruits & Veggies,Organic Fruits,09-10-2022,2451,0.14,416.67
727,1825,Bakery,Breads & Buns,09-10-2022,2445,0.24,709.22
728,976,Snacks,Cookies,09-10-2022,2880,0.28,1120.8
729,1039,Food Grains,Atta & Flour,09-10-2022,1932,0.23,309.12
730,974,Fruits & Veggies,Fresh Fruits,09-10-2022,894,0.18,232.44
731,1035,Food Grains,Organic Staples,09-10-2022,881,0.17,44.05
732,676,Oil & Masala,Spices,09-11-2022,915,0.23,45.75
733,486,Bakery,Biscuits,09-11-2022,2602,0.27,728.528
734,1659,Bakery,Breads & Buns,09-11-2022,2017,0.3,778.136
735,488,Oil & Masala,Spices,09-11-2022,455,0.18,22.75
736,490,Oil & Masala,Masalas,09-11-2022,127,0.22,6.35
737,280,Beverages,Health Drinks,09-11-2022,2404,0.34,548.2944
738,1866,"Eggs, Meat & Fish",Mutton,09-11-2022,50,0.34,136.5504
739,95,Beverages,Soft Drinks,09-11-2022,2736,0.34,807.36
740,973,Food Grains,Atta & Flour,09-11-2022,2261,0.34,972.23
741,513,Bakery,Biscuits,09-11-2022,2456,0.1,1023.84
742,516,Snacks,Chocolates,09-11-2022,2862,0.1,234.52416
743,1324,Bakery,Breads & Buns,09-11-2022,1347,0.15,516.3264
744,563,Bakery,Breads & Buns,09-11-2022,1429,0.27,272.17728
745,565,Oil & Masala,Spices,09-11-2022,586,0.21,29.3
746,792,"Eggs, Meat & Fish",Mutton,09-11-2022,50,0.11,106.4448
747,1570,Food Grains,Rice,09-11-2022,1489,0.3,282.91
748,492,Fruits & Veggies,Organic Fruits,09-11-2022,1279,0.33,76.74
749,1755,Snacks,Chocolates,09-11-2022,2552,0.26,202.38336
750,656,Snacks,Chocolates,09-11-2022,2208,0.24,911.04
751,227,"Eggs, Meat & Fish",Fish,09-11-2022,50,0.1,174.592
752,226,Food Grains,Atta & Flour,09-11-2022,560,0.24,50.4
753,1756,Snacks,Cookies,09-11-2022,2963,0.31,610.4079999999999
754,401,Fruits & Veggies,Organic Fruits,09-12-2022,1431,0.18,515.16
755,1232,Snacks,Chocolates,09-12-2022,3052,0.18,759.056
756,592,Snacks,Noodles,09-12-2022,2688,0.11,947.28
757,204,Beverages,Health Drinks,09-12-2022,2037,0.33,495.0288
758,399,Food Grains,Dals & Pulses,09-12-2022,1804,0.25,126.28
759,1230,Beverages,Health Drinks,09-12-2022,966,0.19,48.9024
760,398,Oil & Masala,Edible Oil & Ghee,09-12-2022,395,0.11,19.75
