,Unnamed: 0,Category,Sub Category,Order Date,Sales,Discount,Profit
883,47,Fruits & Veggies,Fresh Vegetables,10/13/2022,2365,0.31,520.3
884,197,"Eggs, Meat & Fish",Fish,10/13/2022,821,0.23,548.82
885,184,Food Grains,Atta & Flour,10/13/2022,721,0.21,129.78
886,1630,Bakery,Biscuits,10/13/2022,1597,0.26,413.47584000000006
887,44,"Eggs, Meat & Fish",Fish,10/13/2022,50,0.17,145.51039999999998
888,45,Oil & Masala,Masalas,10/13/2022,50,0.2,2.5
889,46,Snacks,Chocolates,10/13/2022,1661,0.13,495.02016
890,382,Beverages,Health Drinks,10/13/2022,1873,0.33,647.956
891,422,Snacks,Chocolates,10/13/2022,2797,0.27,849.25
892,1623,Bakery,Cakes,10/13/2022,1923,0.19,594.3974400000001
893,385,Food Grains,Rice,10/13/2022,1290,0.27,464.4
894,1515,Fruits & Veggies,Fresh Vegetables,10/13/2022,1832,0.16,567.92
895,397,Beverages,Health Drinks,10/13/2022,2889,0.35,322.5744
896,421,Food Grains,Atta & Flour,10/13/2022,1468,0.27,499.12
897,424,Beverages,Soft Drinks,10/13/2022,1221,0.25,319.2048
898,1066,Beverages,Health Drinks,10/14/2022,1488,0.31,579.6864
899,205,Oil & Masala,Masalas,10/14/2022,1489,0.35,74.45
900,1828,"Eggs, Meat & Fish",Mutton,10/14/2022,1020,0.14,699.0
901,1824,Oil & Masala,Masalas,10/14/2022,1452,0.19,72.6
902,145,Food Grains,Atta & Flour,10/14/2022,2043,0.16,204.3
903,1190,Oil & Masala,Spices,10/15/2022,668,0.35,33.4
904,861,Fruits & Veggies,Organic Vegetables,10/15/2022,2002,0.29,900.9
905,1289,Oil & Masala,Masalas,10/15/2022,1413,0.31,70.65
906,1794,"Eggs, Meat & Fish",Eggs,10/15/2022,50,0.13,137.1648
907,1244,Beverages,Health Drinks,10/15/2022,1320,0.17,503.424
908,1489,Snacks,Chocolates,10/15/2022,2401,0.26,912.34
909,1115,Snacks,Chocolates,10/15/2022,2754,0.31,297.76896
910,1467,Bakery,Biscuits,10/15/2022,3079,0.11,635.464
911,1101,Food Grains,Rice,10/16/2022,1459,0.1,218.85
912,1188,Food Grains,Rice,10/16/2022,1468,0.16,528.48
913,794,Food Grains,Rice,10/16/2022,1613,0.33,645.2
914,1609,Beverages,Soft Drinks,10/16/2022,2121,0.32,297.3888
915,1979,Oil & Masala,Spices,10/16/2022,759,0.15,37.95
916,1520,Beverages,Health Drinks,10/16/2022,2713,0.28,801.38
917,58,Beverages,Soft Drinks,10/17/2022,2026,0.23,280.9728
918,57,Bakery,Cakes,10/17/2022,2438,0.24,1053.58
919,599,Snacks,Chocolates,10/17/2022,1770,0.3,622.288
920,1567,Food Grains,Organic Staples,10/17/2022,1805,0.35,649.8
921,1012,"Eggs, Meat & Fish",Eggs,10/19/2022,797,0.27,281.08160000000004
922,1874,Beverages,Soft Drinks,10/19/2022,2316,0.26,736.48
923,1330,Beverages,Health Drinks,10/19/2022,1587,0.23,102.5568
924,1425,Fruits & Veggies,Fresh Fruits,10/19/2022,2370,0.26,876.9
925,1140,Fruits & Veggies,Fresh Fruits,10/19/2022,822,0.21,271.26
926,1136,Food Grains,Dals & Pulses,10/19/2022,573,0.25,126.06
927,1601,Fruits & Veggies,Organic Vegetables,10/19/2022,2446,0.2,587.04
928,1319,"Eggs, Meat & Fish",Chicken,10/19/2022,1110,0.14,201.0624
929,1429,Fruits & Veggies,Fresh Vegetables,10/19/2022,571,0.22,245.53
930,0,Beverages,Health Drinks,10/19/2022,1209,0.32,116.496
931,917,Snacks,Cookies,10/19/2022,2846,0.27,271.67616
932,282,Beverages,Soft Drinks,10/19/2022,2714,0.14,627.592
933,680,Snacks,Cookies,10/19/2022,2212,0.11,799.664
934,74,Bakery,Breads & Buns,10/19/2022,1956,0.27,801.72
935,75,Food Grains,Organic Staples,10/19/2022,684,0.21,54.72
936,283,Beverages,Soft Drinks,10/19/2022,1620,0.31,456.768
937,225,Oil & Masala,Spices,10/20/2022,124,0.18,6.2
938,79,Oil & Masala,Masalas,10/20/2022,50,0.11,2.5
939,478,Fruits & Veggies,Fresh Vegetables,10/20/2022,793,0.28,333.06
940,1749,Fruits & Veggies,Organic Fruits,10/20/2022,1023,0.13,306.9
941,1316,Beverages,Soft Drinks,10/20/2022,2731,0.19,1132.4
942,1854,Fruits & Veggies,Fresh Fruits,10/20/2022,1313,0.13,407.03
943,793,Fruits & Veggies,Organic Vegetables,10/20/2022,1024,0.25,358.4
944,787,Bakery,Biscuits,10/20/2022,1168,0.14,304.26624000000004
945,782,Beverages,Health Drinks,10/20/2022,2702,0.11,464.0832
946,80,Bakery,Biscuits,10/20/2022,3017,0.2,1121.78
947,1452,Fruits & Veggies,Fresh Fruits,10/20/2022,1178,0.28,176.7
948,477,Food Grains,Organic Staples,10/20/2022,807,0.24,347.01
949,1334,Snacks,Cookies,10/20/2022,1690,0.13,527.3856
950,476,Fruits & Veggies,Organic Fruits,10/20/2022,925,0.19,379.25
951,1611,Snacks,Cookies,10/20/2022,1891,0.34,816.4
952,675,Food Grains,Dals & Pulses,10/21/2022,870,0.22,60.9
953,940,Oil & Masala,Spices,10/21/2022,76,0.21,3.8
954,89,Bakery,Cakes,10/21/2022,2836,0.27,309.10464
955,90,Snacks,Noodles,10/21/2022,2013,0.28,268.58304000000004
956,1653,Oil & Masala,Edible Oil & Ghee,10/21/2022,693,0.11,34.65
957,1041,"Eggs, Meat & Fish",Eggs,10/21/2022,50,0.33,89.94816
958,1209,Snacks,Cookies,10/21/2022,1441,0.1,348.77952000000005
959,1534,Oil & Masala,Masalas,10/21/2022,1257,0.31,62.85
960,1872,Beverages,Soft Drinks,10/21/2022,1145,0.35,300.384
961,1849,Oil & Masala,Masalas,10/21/2022,50,0.34,2.5
962,1247,Food Grains,Organic Staples,10/21/2022,854,0.18,384.3
963,1847,Snacks,Noodles,10/21/2022,2177,0.1,517.76064
964,750,"Eggs, Meat & Fish",Eggs,10/21/2022,50,0.14,141.07648
965,1347,Fruits & Veggies,Organic Vegetables,10/21/2022,1112,0.13,200.16
966,1113,"Eggs, Meat & Fish",Eggs,10/21/2022,429,0.23,250.2144
967,1345,Bakery,Biscuits,10/21/2022,1291,0.15,513.4406399999999
968,1860,Bakery,Biscuits,10/21/2022,2242,0.21,923.96
969,1926,Oil & Masala,Masalas,10/21/2022,1497,0.21,74.85
970,214,Bakery,Breads & Buns,10/22/2022,2457,0.31,1061.37
971,1720,Beverages,Soft Drinks,10/22/2022,2481,0.1,239.7312
972,1807,Bakery,Breads & Buns,10/22/2022,1983,0.15,382.37184
973,1911,Snacks,Cookies,10/22/2022,2524,0.24,754.112
974,1913,Food Grains,Organic Staples,10/22/2022,540,0.17,178.2
975,1915,Fruits & Veggies,Fresh Fruits,10/22/2022,1173,0.32,187.68
976,1207,Bakery,Breads & Buns,10/22/2022,1845,0.27,537.84
977,1424,Fruits & Veggies,Organic Vegetables,10/22/2022,782,0.28,156.4
978,461,"Eggs, Meat & Fish",Chicken,10/22/2022,50,0.16,70.4512
979,1603,"Eggs, Meat & Fish",Chicken,10/22/2022,50,0.28,107.30496
980,263,Beverages,Health Drinks,10/22/2022,1713,0.34,207.9792
981,617,Fruits & Veggies,Fresh Vegetables,10/22/2022,1683,0.16,218.79
982,1169,Bakery,Cakes,10/23/2022,2136,0.28,975.84
983,1007,Bakery,Breads & Buns,10/23/2022,2678,0.26,1131.2
984,681,Snacks,Noodles,10/23/2022,3069,0.26,1287.6
985,1057,Snacks,Noodles,10/23/2022,3053,0.28,1183.08
986,1227,"Eggs, Meat & Fish",Mutton,10/23/2022,50,0.28,67.82976
987,1099,Food Grains,Organic Staples,10/23/2022,2079,0.26,914.76
988,1402,"Eggs, Meat & Fish",Mutton,10/23/2022,1138,0.15,191.52896
989,1389,Food Grains,Atta & Flour,10/23/2022,1415,0.26,537.7
990,644,"Eggs, Meat & Fish",Mutton,10/23/2022,50,0.35,16.0
991,520,Oil & Masala,Masalas,10/23/2022,715,0.29,35.75
992,1581,Food Grains,Organic Staples,10/23/2022,1644,0.29,476.76
993,1105,Fruits & Veggies,Fresh Vegetables,10/23/2022,1326,0.18,159.12
994,1104,"Eggs, Meat & Fish",Fish,10/23/2022,420,0.35,429.0
995,661,Beverages,Health Drinks,10/23/2022,1146,0.15,429.696
996,1100,Snacks,Chocolates,10/23/2022,2156,0.12,637.7536
997,1233,Bakery,Cakes,10/23/2022,2666,0.11,214.20288
998,980,Food Grains,Rice,10/23/2022,2330,0.23,1001.9
999,509,Food Grains,Atta & Flour,10/23/2022,668,0.34,240.48
1000,183,Bakery,Breads & Buns,10/24/2022,1778,0.1,346.04927999999995
1001,788,Fruits & Veggies,Fresh Vegetables,10/24/2022,569,0.1,51.21
1002,1044,Fruits & Veggies,Fresh Vegetables,10/26/2022,689,0.27,248.04
1003,1597,"Eggs, Meat & Fish",Eggs,10/26/2022,1276,0.17,394.624
1004,6,Food Grains,Rice,10/26/2022,1759,0.1,615.65
1005,7,"Eggs, Meat & Fish",Eggs,10/26/2022,463,0.26,372.16
1006,1441,Food Grains,Organic Staples,10/26/2022,2328,0.33,535.44
1007,320,Beverages,Soft Drinks,10/26/2022,1085,0.19,98.64
1008,757,Bakery,Breads & Buns,10/26/2022,2584,0.34,974.56
1009,1819,"Eggs, Meat & Fish",Chicken,10/26/2022,498,0.21,60.85632
1010,767,Snacks,Cookies,10/26/2022,1345,0.26,566.4384
1011,796,"Eggs, Meat & Fish",Eggs,10/26/2022,520,0.32,266.24
1012,1458,Beverages,Health Drinks,10/27/2022,2734,0.26,993.56
1013,1456,Fruits & Veggies,Organic Vegetables,10/27/2022,1625,0.33,325.0
1014,1110,Beverages,Health Drinks,10/27/2022,2015,0.16,781.4
1015,1350,Food Grains,Rice,10/27/2022,2323,0.26,278.76
1016,1935,Bakery,Breads & Buns,10/27/2022,1629,0.28,266.71680000000003
1017,1538,Beverages,Health Drinks,10/27/2022,1731,0.18,627.076
1018,1112,Food Grains,Rice,10/27/2022,2016,0.12,262.08
1019,1773,Snacks,Noodles,10/27/2022,1876,0.15,781.856
1020,1352,Fruits & Veggies,Fresh Fruits,10/27/2022,2098,0.3,818.22
1021,1451,Food Grains,Organic Staples,10/27/2022,2117,0.33,550.42
1022,1537,Fruits & Veggies,Fresh Vegetables,10/27/2022,1993,0.13,757.34
1023,1902,Oil & Masala,Edible Oil & Ghee,10/27/2022,522,0.21,26.1
1024,572,Bakery,Breads & Buns,10/28/2022,1431,0.28,445.15008
1025,574,"Eggs, Meat & Fish",Mutton,10/28/2022,153,0.32,76.20096000000001
1026,977,Oil & Masala,Spices,10/28/2022,50,0.3,2.5
1027,706,Food Grains,Dals & Pulses,10/28/2022,1701,0.25,714.42
1028,978,Beverages,Soft Drinks,10/28/2022,2635,0.1,1094.0
1029,1284,"Eggs, Meat & Fish",Fish,10/28/2022,50,0.35,83.43552
1030,254,Beverages,Health Drinks,10/28/2022,1117,0.26,433.6416
1031,510,Food Grains,Organic Staples,10/28/2022,1564,0.3,422.28
1032,146,"Eggs, Meat & Fish",Eggs,10/29/2022,447,0.22,408.21
1033,881,Fruits & Veggies,Organic Vegetables,10/30/2022,2177,0.21,653.1
1034,1079,Fruits & Veggies,Organic Vegetables,10/30/2022,2053,0.33,554.31
1035,891,Bakery,Cakes,10/30/2022,2240,0.34,988.8
1036,1640,Fruits & Veggies,Fresh Fruits,10/30/2022,2317,0.23,486.57
1037,753,Food Grains,Atta & Flour,10/30/2022,2267,0.17,476.07
1038,921,Oil & Masala,Masalas,10/30/2022,726,0.27,36.3
1039,1193,Beverages,Health Drinks,10/30/2022,1343,0.24,95.0544
1040,852,"Eggs, Meat & Fish",Eggs,10/30/2022,50,0.3,249.61024
1041,913,Beverages,Health Drinks,10/30/2022,2026,0.29,769.1
1042,306,Food Grains,Dals & Pulses,10/30/2022,669,0.3,100.35
1043,739,Bakery,Biscuits,10/30/2022,2089,0.22,231.56928
1044,1721,Bakery,Breads & Buns,10/30/2022,2755,0.1,1226.65
1045,361,Bakery,Cakes,10/30/2022,1505,0.21,359.6832
1046,469,Snacks,Chocolates,10/30/2022,3100,0.33,518.4
1047,212,"Eggs, Meat & Fish",Chicken,10/30/2022,50,0.33,57.23136000000001
1048,210,Bakery,Breads & Buns,10/30/2022,2431,0.16,189.83808
1049,1722,Beverages,Soft Drinks,10/30/2022,2597,0.19,474.552
1050,1723,Food Grains,Organic Staples,10/30/2022,2126,0.35,850.4
1051,906,Snacks,Cookies,10/30/2022,1730,0.14,527.2128
1052,202,Snacks,Chocolates,10/30/2022,2273,0.34,902.28
1053,218,Fruits & Veggies,Organic Vegetables,10/30/2022,1082,0.21,194.76
1054,220,Oil & Masala,Masalas,10/30/2022,703,0.2,35.15
1055,1038,Bakery,Cakes,10/30/2022,2006,0.16,558.8006399999999
1056,1813,Snacks,Chocolates,10/31/2022,1185,0.35,444.7872
1057,1354,"Eggs, Meat & Fish",Chicken,10/31/2022,50,0.16,26.46016
1058,1573,Oil & Masala,Masalas,10/31/2022,1490,0.23,74.5
